client_id;metadata_date_conversation;metadata_duration;metadata_language;identite_genre;identite_age;identite_statut_relationnel;identite_profession;localisation_europe;mobilite_rythme_vie_frequence_deplacement;lifestyle_centres_interet_sport_individuel;lifestyle_centres_interet_art_culture;style_personnel_couleurs_preferees;style_personnel_matieres_preferees;style_personnel_pieces_favorites;projet_achat_motif;projet_achat_budget;reseau_influence_influence;suivi_action;suivi_echeance;suivi_canal_contact;metadata_client_regime_alimentaire;metadata_client_allergies;lifestyle_centres_interet_voyage;localisation_moyen_orient_asie;localisation_amerique;lifestyle_centres_interet_sport_collectif;metadata_profile_version;identite_langue_parlee;identite_profession_secteur_tech_digital;lifestyle_centres_interet_sport_individuel_endurance;lifestyle_centres_interet_voyage_experience;style_personnel_couleurs_preferees_neutres_intemporelles;style_personnel_couleurs_preferees_metalliques;style_personnel_matieres_preferees_naturelles;style_personnel_matieres_preferees_alternatives;style_personnel_pieces_favorites_sacs;projet_achat_motif_role_offrir;preferences_contraintes_regime;preferences_contraintes_valeurs;identite_profession_secteur_entrepreneur_dirigeant;identite_profession_secteur_cadre_manager;identite_profession_secteur_mode_luxe;style_personnel_couleurs_preferees_tons_chauds;style_personnel_pieces_favorites_chaussures;style_personnel_pieces_favorites_accessoires;identite_profession_secteur_profession_liberale;identite_profession_secteur_art_creation;lifestyle_centres_interet_sport_individuel_bien_etre;lifestyle_centres_interet_sport_individuel_outdoor;style_personnel_couleurs_preferees_tons_froids;identite_profession_secteur_medias_communication;identite_profession_secteur_finance_investissement;lifestyle_centres_interet_musique_electronique;lifestyle_centres_interet_musique_classique_elegant;identite_profession_secteur_autres;projet_achat_motif_role_pour_soi;projet_achat_marques_preferees_louis_vuitton;identite_profession_secteur_sport;lifestyle_centres_interet_sport_individuel_raquette;lifestyle_centres_interet_musique_moderne_populaire
    Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. Exceptionnel extraordinaire. ";Français;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_052;15.01.26;;Français;Femme;18-25;Fidèle;;;Mobile;;;Beige;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_053;January 15, 2026;30min;Espagnol;Femme;;VIP;;;Mobile;Yoga;Art;;;;;;Réseau_affluent;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_054;invalid;long;francais;Homme;;Nouveau;;;Mobile;Yoga;;;;;;5-10k;;Rappeler;M+1;Email;Végétarien;;;;New_York;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_055;invalid;30m;Italien;Femme;;Régulier;;;Mobile;Running;;Rose_gold;;;;5-10k;;Rappeler;M+1;Email;;latex, nickel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_056;01-15-2026;environ 30;deutsch;Femme;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;Singapore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_057;2026.01.15;~30min;Italien;Femme;18-25;Fidèle;;;Mobile;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_058;;court;español;Femme;;Occasionnel;;London;Mobile;;;Rose_gold;;;;25k+;;Rappeler;M+1;Email;Végane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_059;"{name: ""mme durand marie"", age: la trentaine, 
    budget: ""unlimited budget"", city: zürich"",
    diet: ""vegan sauf occasionnellement, allergy: ""aucune"",
    color: bordeaux, sport"": ""équitation""
    ERROR: JSON PARSE FAILED LINE 3}";;30 minutes;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_060;31/02/2026;"🌟 CLIENTE VIP 🌟 Mrs. Björk Jónsdóttir 💼 CEO, CFO, COO ⭐⭐⭐⭐⭐
    Age: environ 29 | Budget: budget flexible 💰💰💰
    🏠 PARIS | ✈️ travels a lot
    Loves:  🎾 | Art 🎨 | Music 🎵
    Diet: omnivore 🥗 | N/A ⚠️
    Color: Noir ❤️ | Wife birthday 🎂 coming up!
    Call back ASAP! 📞📞📞";Français;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_061;31/02/2026;environ 30;multilingual;Homme;;Régulier;;Paris;Mobile;;;Bordeaux;;;;25k+;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_062;"🌟 CLIENTE VIP 🌟 mme durand marie 💼 NC ⭐⭐⭐⭐⭐
    Age: né en 1960 | Budget: 15000EUR 💰💰💰
    🏠 dubai | ✈️ travels a lot
    Loves: ??? 🎾 | Art 🎨 | Music 🎵
    Diet: sans gluten sans lactose 🥗 | ⚠️ allergies multiples ⚠️
    Color: BLACK ❤️ | Wife birthday 🎂 coming up!
    Call back ASAP! 📞📞📞";January 15, 2026;une demi-heure;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_063;00/00/0000;30 min;en;;;Régulier;;;Mobile;;;Beige;;;;;;Rappeler;M+1;Email;;fruits_coque;;Dubai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_064;;court;Français;Femme;;VIP;Cadre;;Mobile;;Art;;;;Anniversaire;25k+;Réseau_affluent;Rappeler;M+1;Email;;;;;;Football;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_065;invalid;;fr;Homme;;Régulier;Entrepreneur;Milan;Mobile;Running;;Noir;Cuir;Sacs;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_066;"Client Sr. João Gonçalves Sr. João Gonçalves (doublon??)
    Age 40 ans ou 40 ans ans
    Budget budget di 5000€ / budget di 5000€ euros
    Ville ??? / ???
    ATTENTION: POSSIBLE DUPLICATE: POSSIBLE DUPLICATE:
    pas de restrictions. none. rose-gold. .";01-15-2026;30min;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_067;;une demi-heure;autre;Homme;;Régulier;;;Mobile;Natation;;Beige;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_068;2026-01-15;très long;italiano;Femme;;VIP;Profession_libérale;;Mobile;;Art;Beige;;;Anniversaire;25k+;Réseau_affluent;Rappeler;M+1;Email;;;;Hong_Kong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_069;15/01/2026;half hour;English;Femme;;VIP;;;Mobile;Running;Art;Navy;;;;;Réseau_affluent;Rappeler;M+1;Email;Végane;;;Dubai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_070;00/00/0000;???;italiano;Femme;;Régulier;Cadre;;Mobile;;;Noir;Cuir;;;15-25k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_071;???;30min;italiano;Femme;;Occasionnel;Entrepreneur;Milan;Mobile;Yoga;;Cognac;Cuir;Sacs;;25k+;;Rappeler;M+1;Email;Végane;latex, nickel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_072;15.01.26;~30min;multilingual;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_073;"Client السيد أحمد, around 46. Wants to buy un sac pour business trips. 
    Budget from 5000 to 9927. Habite Singapore mais travels often to München et Milano.
    Sport: Tennis. vegan sauf occasionnellement. Cuir cognac preferred. none.";;half hour;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_074;15/01/2026;30 minutes;Espagnol;Femme;56+;Fidèle;;Paris;Mobile;;;Bordeaux;;;Anniversaire;<5k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_075;01-15-2026;;español;;;Fidèle;;;Mobile;;;Navy;;;Anniversaire;<5k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_076;1/15/26;half hour;Allemand;Femme;36-45;VIP;Profession_libérale;;Mobile;;Art;Rose_gold;;;Anniversaire;;Réseau_affluent;Rappeler;M+1;Email;Végane;latex, nickel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_077;;30 minutes;Italien;Femme;46-55;Régulier;;;Mobile;;;Bordeaux;;;;15-25k;;Rappeler;M+1;Email;;latex, nickel;;Singapore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_078;2026.01.15;half hour;Espagnol;;;Fidèle;;;Mobile;;;Bordeaux;;;Anniversaire;<5k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_079;15.01.26;half hour;Français;Femme;36-45;VIP;;;Mobile;Yoga;Art;Noir;;;Anniversaire;;Réseau_affluent;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_080;"🌟 CLIENTE VIP 🌟 Dr. Émile François-Marie 💼 ancien directeur maintenant consultant ⭐⭐⭐⭐⭐
    Age: around 73 | Budget: 7000 euros 💰💰💰
    🏠 鳥京 | ✈️ travels a lot
    Loves: ??? 🎾 | Art 🎨 | Music 🎵
    Diet: vegetarian events 🥗 | intolérances: gluten lactose ⚠️
    Color: beige ❤️ | Wife birthday 🎂 coming up!
    Call back ASAP! 📞📞📞";;30 minutes;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_081;01-15-2026;30 min;francais;Homme;;Régulier;;;Mobile;;;Navy;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_082;???;très long;multilingual;Femme;;VIP;Cadre;;Mobile;Running;Art;;;;;;Réseau_affluent;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_083;1/15/26;30 minutes;Spanish;;36-45;Régulier;;;Mobile;;;;;;;15-25k;;Rappeler;M+1;Email;;;;Tokyo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_084;;30 min;Spanish;Femme;;Occasionnel;;Paris;Mobile;Golf;;Rose_gold;;;;10-15k;;Rappeler;M+1;Email;Végane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_085;31/02/2026;très long;???;Femme;;Régulier;;Milan;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_086;2026-01-15;une demi-heure;Allemand;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_087;2026-01-15;30 minutes;English;Homme;;Régulier;Entrepreneur;Milan;Mobile;;;Bordeaux;Cuir;Sacs;;25k+;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_088;2026.01.15;environ 30;Français;Femme;56+;Fidèle;;;Mobile;;;Navy;;;Anniversaire;<5k;;Rappeler;M+1;Email;;;;Tokyo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_089;invalid;"From: sales@boutique.com
    To: manager@boutique.com  
    Subject: RE: FW: RE: Client Mrs. Αλεξάνδρα Παπαδόπουλος
    
    -----Original Message-----
    Hi,
    Pls see below client info:
    - CONFIDENTIEL
    - 5.000,00€  
    - Francfort
    - rosé gold leather pref
    
    Rgds,
    
    >>> Previous message truncated...
    
    Sent from my iPhone
    --
    This email is confidential blah blah disclaimer...";Français;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_090;01-15-2026;0.5h;German;Homme;;Régulier;;;Mobile;;;Blanc;;;;25k+;;Rappeler;M+1;Email;;latex, nickel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_091;01-15-2026;half hour;Français;Homme;;Régulier;;;Mobile;;;;;;;5-10k;;Rappeler;M+1;Email;;;;Tokyo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_092;"Client M. 李明 (Li Ming), 50ans. Wants to buy un sac pour business trips. 
    Budget environ 15000€. Habite Monte-Carlo mais travels often to München et Milano.
    Sport: voile. vegan sauf occasionnellement. Cuir bordeaux preferred. intolérances: gluten lactose.";January 15, 2026;environ 30;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_093;"Client Sr. José María Pérez-López, quarantaine. Wants to buy un sac pour business trips. 
    Budget 20k. Habite Monaco mais travels often to München et Milano.
    Sport: football. sans gluten sans lactose. Cuir BORDEAUX preferred. severe shellfish allergy CRITICAL.";;???;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_094;2026-01-15;long;Italien;Homme;46-55;Régulier;;;Mobile;;;;;;;10-15k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_095;15 janvier 2026;???;Fr;Homme;;Régulier;;Milan;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_096;"عميل مهم Mrs. Björk Jónsdóttir من Saint-Tropez.
    العمر: agé de 64. الميزانية: 10k euros.
    يبحث عن حقيبة فاخرة rosé gold.
    végane strict. ATTENTION: allergie sévère fruits coque!!!. 
    Sport: natation. رياضي جدا.
    Rappeler en français merci.";2026-01-15;30 minutes;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_097;"Client Mr. O'Brien-McIntyre, around 34. Wants to buy un sac pour business trips. 
    Budget $5000. Habite DUBAI mais travels often to München et Milano.
    Sport: running. regime special. Cuir rose gold preferred. N/A.";2026-01-15;0.5h;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_098;2026-01-15;30 minutes;German;Femme;;Nouveau;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;New_York;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_099;???;half hour;Italien;Femme;;Régulier;;;Mobile;;;;Cuir;;;10-15k;;Rappeler;M+1;Email;;lactose, gluten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_100;00/00/0000;half hour;multilingual;Femme;;Régulier;;Milan;Mobile;;;Bordeaux;;;;25k+;;Rappeler;M+1;Email;;latex, nickel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_101;invalid;"|Client|m dubois|
    |Age|cinquantaine|
    |Budget|selon modèle|
    |Ville|Frankfurt|
    |Corrupted|data|table|error|format|";Français;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_102;00/00/0000;30-45 min;FR/EN;Homme;;Régulier;;Paris;Mobile;;;;;;;15-25k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_103;00/00/0000;30 minutes;francais;Femme;;Régulier;;;Mobile;Running;;Navy;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_104;invalid;environ 30;Italien;Femme;;Régulier;;;Mobile;;;;;;;15-25k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_105;invalid;;FR/EN;Homme;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_106;15.01.26;;Anglais;Homme;;Régulier;;;Mobile;;;Noir;;;;25k+;;Rappeler;M+1;Email;;;;Tokyo;;Football;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_107;15/01/2026;30min;French;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_108;01-15-2026;court;???;Femme;;VIP;Profession_libérale;;Mobile;;Art;;;;;;Réseau_affluent;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_109;31/02/2026;???;Français;Homme;46-55;Régulier;;Paris;Mobile;;;;;;;;;Rappeler;M+1;Email;Végétarien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_110;01-15-2026;;German;Femme;56+;VIP;Artiste;;Mobile;;Art;;;;;25k+;Réseau_affluent;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_111;31/02/2026;très long;Anglais;Femme;;Régulier;;;Mobile;;;Cognac;;;;15-25k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_112;2026-01-15;30m;Italien;Homme;;Régulier;Cadre;;Mobile;;;;Cuir;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_113;2026.01.15;30-45 min;Allemand;Homme;;Régulier;;Milan;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_114;invalid;30 minutes;French;Femme;;Régulier;;;Mobile;;;Rose_gold;;;;15-25k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_115;;court;en;Homme;36-45;Régulier;;;Mobile;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_116;2026.01.15;très long;Espagnol;Femme;;Régulier;Entrepreneur;Milan;Mobile;Running;;Noir;Cuir;Sacs;;15-25k;;Rappeler;M+1;Email;Végétarien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_117;15 janvier 2026;;deutsch;Femme;;VIP;Entrepreneur;;Mobile;;Art;;;;;10-15k;Réseau_affluent;Rappeler;M+1;Email;;fruits_coque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_118;1/15/26;30min;plusieurs;Femme;;Fidèle;;;Mobile;;;Cognac;;;Anniversaire;<5k;;Rappeler;M+1;Email;Végane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_119;invalid;long;FR/EN;Femme;56+;Régulier;Cadre;;Mobile;;;Rose_gold;Cuir;;;<5k;;Rappeler;M+1;Email;;;;Dubai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_120;invalid;long;deutsch;Homme;;Régulier;;;Mobile;;;Bordeaux;;;;10-15k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_121;"{name: ""M. Müller-Löwenstein"", age: fifty-two, 
    budget: ""7000 euros"", city: N/A"",
    diet: ""omnivore, allergy: ""allergies alimentaires diverses"",
    color: blanc, sport"": ""ski""
    ERROR: JSON PARSE FAILED LINE 3}";2026-01-15;environ 30;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_122;;30-45 min;Spanish;Homme;;Régulier;;London;Mobile;Golf;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_123;"عميل مهم mme durand marie من Inconnu.
    العمر: fifty-two. الميزانية: Budget: 12000€.
    يبحث عن حقيبة فاخرة navy.
    halal. . 
    Sport: running. رياضي جدا.
    Rappeler en français merci.";invalid;30 minutes;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_124;invalid;"|Client|السيد أحمد|
    |Age|63 years old|
    |Budget|20000€|
    |Ville|new york|
    |Corrupted|data|table|error|format|";Français;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_125;???;30-45 min;French;Femme;;Régulier;Entrepreneur;Milan;Mobile;Tennis;;Navy;Cuir;Sacs;;5-10k;;Rappeler;M+1;Email;;;;Dubai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_126;???;half hour;fr;Femme;;Occasionnel;;Paris;Mobile;Running;;Bordeaux;;;;25k+;;Rappeler;M+1;Email;Végane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_127;January 15, 2026;30 min;???;;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_128;31/02/2026;;Spanish;Femme;26-35;VIP;Entrepreneur;;Mobile;;Art;Noir;;;;;Réseau_affluent;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_129;31/02/2026;long;Italien;Homme;56+;Régulier;;;Mobile;;;Bordeaux;;;;25k+;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_130;2026.01.15;court;???;Femme;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_131;invalid;30min;Spanish;;56+;Régulier;;London;Mobile;Running;;Cognac;;;;15-25k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_132;;très long;autre;Femme;;Régulier;;;Mobile;;;;;;;;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_133;01-15-2026;30m;Fr;;;Fidèle;;London;Mobile;;;;;;Anniversaire;<5k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_134;15/01/2026;~30min;Allemand;Femme;36-45;Régulier;;Paris;Mobile;;;;;;;15-25k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_135;01-15-2026;30min;MIX;;36-45;Fidèle;;;Mobile;;;;;;Anniversaire;<5k;;Rappeler;M+1;Email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_136;invalid;long;English;Femme;56+;Fidèle;;;Mobile;;;;;;Anniversaire;<5k;;Rappeler;M+1;Email;Végane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIRTY_137;1/15/26;"CONVERSATION EXCEPTIONNELLE avec Mme Zoë Bäcker, préfère ne pas dire extraordinaire, 
    vraiment un client exceptionnel et extraordinaire qui mérite une attention 
    exceptionnelle et extraordinaire. environ 45 donc dans la tranche d'âge 
    des clients exceptionnels et extraordinaires. Budget pas de limite mais 
    pourrait être plus élevé car client exceptionnel et extraordinaire. 
    Réside à  une ville exceptionnelle où vivent des gens exceptionnels.
    Pratique équitation de manière exceptionnelle. flexitarien de façon exceptionnelle.
    N/A. Couleur préférée multicolore une couleur exceptionnelle.
    Client à rappeler car exceptionnel et extraordinaire pour proposition 
    exceptionnelle collection exceptionnelle prochaine saison exceptionnelle.
    Potentiel lifetime value exceptionnel et extraordinaire vraiment incroyable.
